Name	Consensus length	Total read count	Single reads	Reads in pairs	Average coverage	Reference sequence	Reference length	Reference common name	Reference latin name
PRO3-4898	32079	18725	1375	17350	87.32	PRO3-4898	32079		
PRO3-4900	5454	4037	1015	3022	106.929	PRO3-4900	5540		
PRO3-4988	16152	9848	1232	8616	90.105	PRO3-4988	16269		
PRO3-5014	4139	2127	171	1956	76.717	PRO3-5014	4139		
PRO3-5102	12382	6808	540	6268	82.183	PRO3-5102	12382		
PRO3-5103	11768	7137	555	6582	90.694	PRO3-5103	11768		
PRO3-5133	22995	14753	1185	13568	95.717	PRO3-5133	23012		
PRO3-5416	12106	6364	756	5608	77.79	PRO3-5416	12190		
PRO3-5541	5221	3094	346	2748	88.277	PRO3-5541	5221		
PRO3-5562	4090	2413	303	2110	87.674	PRO3-5562	4090		
PRO3-5833	8729	5607	715	4892	95.572	PRO3-5833	8729		
PRO3-5980	9055	5459	803	4656	87.807	PRO3-5980	9240		
PRO3-6165	5792	3116	342	2774	80.087	PRO3-6165	5792		
PRO3-6263	5375	3431	365	3066	95.14	PRO3-6263	5375		
PRO3-6300	2678	1568	300	1268	86.313	PRO3-6300	2678		
PRO3-6306	3228	2121	265	1856	97.734	PRO3-6306	3228		
PRO3-6447	7900	4697	419	4278	87.499	PRO3-6447	8019		
PRO3-6897	4746	2810	246	2564	88.433	PRO3-6897	4746		
PRO3-7325	16206	10139	1617	8522	92.7	PRO3-7325	16206		
PRO3-7533	2524	1348	130	1218	79.429	PRO3-7533	2524		
PRO3-7710	5078	3094	214	2880	91.252	PRO3-7710	5078		
PRO3-7734	2003	1706	474	1232	125.478	PRO3-7734	2003		
PRO3-7943	5451	3748	820	2928	101.155	PRO3-7943	5451		
PRO3-8388	2708	1800	614	1186	93.397	PRO3-8388	2834		
PRO3-8741	6764	2959	297	2662	64.095	PRO3-8741	6881		
PRO3-9137	3568	1521	213	1308	61.536	PRO3-9137	3667		
PRO3-9283	8267	5533	849	4684	99.166	PRO3-9283	8267		
PRO3-10148	9674	5867	527	5340	90.537	PRO3-10148	9674		
PRO3-10586	10061	6059	517	5542	89.931	PRO3-10586	10061		
PRO3-10728	5400	2727	347	2380	75.175	PRO3-10728	5400		
PRO3-10858	5088	3454	820	2634	100.047	PRO3-10858	5088		
PRO3-12527	2810	1687	245	1442	89.236	PRO3-12527	2811		
PRO3-13060	2575	1375	183	1192	79.654	PRO3-13060	2575		
PRO3-13421	2527	1692	534	1158	95.043	PRO3-13421	2589		
PRO3-14725	3113	2128	594	1534	100.187	PRO3-14725	3113		
PRO3-14763	2623	1740	320	1420	97.768	PRO3-14763	2623		
PRO3-17436	2014	1211	149	1062	89.431	PRO3-17436	2014		
PRO3-19120	4180	2850	854	1996	97.026	PRO3-19120	4311		
PRO3-19678	2459	1401	351	1050	83.753	PRO3-19678	2459		
PRO3-20174	2690	1587	271	1316	87.472	PRO3-20174	2688		
71	22942	18671	2351	16320	119.855	71	23188		
125	7008	5184	638	4546	108.064	125	7145		
152	8101	6085	585	5500	111.227	152	8168		
219	40455	31491	2997	28494	115.845	219	40565		
299	50492	39295	4703	34592	114.982	299	50886		
332	50583	36964	3442	33522	108.139	332	51041		
392	9769	7184	840	6344	106.89	392	10012		
411	18055	12429	1227	11202	101.398	411	18262		
426	48173	36099	3723	32376	110.468	426	48760		
506	11219	8005	811	7194	105.22	506	11342		
545	22155	16079	1793	14286	105.665	545	22689		
758	4799	3493	363	3130	108.689	758	4799		
956	15941	11660	1104	10556	108.218	956	16051		
1147	20838	16194	1650	14544	115.485	1147	20927		
1155	4260	3280	694	2586	106.183	1155	4533		
1179	29664	23232	2460	20772	115.984	1179	29783		
1188	6544	5152	670	4482	115.23	1188	6654		
1209	16199	12034	1626	10408	108.215	1209	16567		
1345	3946	2656	346	2310	97.996	1345	4027		
1380	7938	6767	1157	5610	124.334	1380	8001		
1401	15864	11722	1320	10402	108.047	1401	16156		
1573	11171	8153	941	7212	108.299	1573	11214		
1576	17291	13305	1193	12112	114.117	1576	17394		
1652	9503	7310	1002	6308	112.784	1652	9633		
1672	39638	27852	2524	25328	103.528	1672	40188		
1761	8668	6629	667	5962	112.943	1761	8756		
1786	16174	12044	1096	10948	110.56	1786	16267		
1805	8001	6327	863	5464	117.903	1805	8001		
1814	19045	13649	1411	12238	104.627	1814	19453		
1823	8706	6408	528	5880	108.668	1823	8803		
1824	14978	11160	1142	10018	111.179	1824	14978		
1948	15360	10842	1578	9264	102.116	1948	15772		
1995	7759	5578	554	5024	107.388	1995	7759		
2012	20260	15687	1867	13820	113.557	2012	20574		
2118	9849	7607	997	6610	114.279	2118	9909		
2213	6602	5031	853	4178	109.625	2213	6809		
2278	14611	11974	1332	10642	120.614	2278	14792		
2439	7492	6820	1850	4970	133.332	2439	7545		
2506	43102	32036	2394	29642	110.142	2506	43465		
2525	7796	6514	1892	4622	118.211	2525	8105		
2659	39949	29063	3045	26018	107.667	2659	40251		
2674	12727	9620	836	8784	110.622	2674	12970		
2680	39943	28511	2739	25772	105.701	2680	40229		
2709	33997	25138	3326	21812	107.766	2709	34709		
2718	4641	3447	367	3080	107.622	2718	4768		
2772	7848	5378	526	4852	101.487	2772	7905		
2795	5744	4232	698	3534	104.331	2795	6005		
2988	9136	7583	847	6736	123.121	2988	9189		
3037	24148	18256	2188	16068	111.432	3037	24388		
3084	13774	9501	879	8622	102.101	3084	13901		
3111	4168	2957	265	2692	105.857	3111	4168		
3117	50661	36940	3594	33346	107.619	3117	51226		
3222	33006	22837	2057	20780	101.694	3222	33513		
3237	12795	9268	920	8348	106.461	3237	12991		
3329	15554	11080	1200	9880	105.47	3329	15661		
3339	4339	3121	459	2662	102.822	3339	4507		
3395	14845	11363	1543	9820	113.569	3395	14872		
3432	27779	20032	2146	17886	105.835	3432	28213		
3434	31244	24697	3547	21150	116.567	3434	31517		
3464	31638	23261	2487	20774	106.982	3464	32380		
3509	6305	4838	878	3960	112.009	3509	6372		
3527	11456	7690	942	6748	98.875	3527	11573		
3563	15034	12066	1716	10350	117.679	3563	15241		
3572	23022	16410	1954	14456	103.161	3572	23679		
3666	5652	4227	665	3562	108.941	3666	5759		
3695	10457	8170	1926	6244	110.779	3695	10816		
3725	10786	7977	881	7096	110.215	3725	10787		
3911	18651	14918	1714	13204	119.4	3911	18651		
3954	5018	3727	503	3224	110.598	3954	5018		
3993	32430	24852	2612	22240	113.558	3993	32632		
4047	21627	17601	2713	14888	117.407	4047	22209		
4072	10182	7460	750	6710	108.784	4072	10220		
4103	9874	7581	1007	6574	111.743	4103	10092		
4126	19047	14446	1740	12706	110.881	4126	19399		
4138	11425	8873	1059	7814	112.711	4138	11719		
4200	4506	2998	460	2538	97.754	4200	4548		
4224	6148	4613	423	4190	112.058	4224	6148		
4228	22939	16246	1548	14698	105.186	4228	23037		
4269	13135	9029	927	8102	101.687	4269	13233		
4336	4070	2988	546	2442	103.52	4336	4256		
4344	4306	3237	501	2736	110.568	4344	4343		
4351	10240	8128	888	7240	118.566	4351	10240		
4370	4946	3542	398	3144	106.865	4370	4946		
4459	26850	18604	1754	16850	101.393	4459	27352		
4498	7146	5997	727	5270	123.952	4498	7198		
4506	19418	14496	1338	13158	110.595	4506	19549		
4523	27946	20322	1972	18350	107.994	4523	28083		
4548	4563	3198	408	2790	103.634	4548	4577		
4556	13289	9655	1501	8154	104.556	4556	13675		
4679	5761	4064	416	3648	105.288	4679	5761		
4684	8959	6680	632	6048	110.623	4684	8996		
4716	19484	14085	1897	12188	106.124	4716	19743		
4717	22669	16325	1577	14748	106.604	4717	22852		
4728	5438	4199	691	3508	112.319	4728	5543		
4729	15992	12056	1004	11052	112.209	4729	16044		
4860	11769	8846	1082	7764	108.45	4860	12112		
4901	22189	16877	2099	14778	111.69	4901	22481		
4904	25504	18528	2144	16384	107.232	4904	25714		
4940	5640	4354	470	3884	115.14	4940	5640		
5023	12662	9181	1101	8080	105.366	5023	12971		
5062	13078	9593	1271	8322	107.049	5062	13312		
5129	15040	11132	1364	9768	109.638	5129	15119		
5132	6795	4839	599	4240	103.82	5132	6939		
5165	4401	3217	427	2790	108.795	5165	4401		
5177	18603	18014	3432	14582	141.702	5177	18840		
5226	14366	10344	884	9460	106.821	5226	14476		
5369	13318	9253	735	8518	103.607	5369	13343		
5405	27239	19594	2600	16994	105.535	5405	27603		
5408	15406	11716	1664	10052	111.673	5408	15578		
5495	10520	8046	1106	6940	111.594	5495	10717		
5497	17756	11877	815	11062	100.03	5497	17756		
5533	9692	7994	1604	6390	121.208	5533	9779		
5550	10665	8138	646	7492	114.12	5550	10665		
5559	5802	4049	371	3678	103.666	5559	5830		
5615	24740	17030	1898	15132	101.475	5615	25029		
5618	7186	5723	1077	4646	115.891	5618	7292		
5629	9687	7411	659	6752	114.332	5629	9687		
5647	4883	3444	320	3124	105.378	5647	4883		
5662	24773	18232	1338	16894	110.031	5662	24773		
5679	23588	8321	873	7448	52.616	5679	23588		
5697	15533	11312	1176	10136	106.923	5697	15779		
6021	16878	12543	1433	11110	109.608	6021	17031		
6060	13916	10656	1046	9610	113.424	6060	14007		
6118	6897	5307	649	4658	114.816	6118	6897		
6195	27698	21630	2818	18812	115.299	6195	27907		
6280	24469	17395	1747	15648	105.031	6280	24676		
6337	9684	7376	842	6534	113.322	6337	9701		
6446	12127	9314	928	8386	112.705	6446	12317		
6481	9118	6834	966	5868	110.218	6481	9207		
6490	14179	10936	1380	9556	113.98	6490	14274		
6497	6873	5430	886	4544	114.761	6497	7014		
6589	9188	7151	1093	6058	113.567	6589	9343		
6691	8081	6144	994	5150	109.369	6691	8326		
6736	5571	3947	271	3676	105.936	6736	5571		
6766	7464	5192	410	4782	103.953	6766	7466		
6912	12114	8236	668	7568	101.648	6912	12114		
6919	4251	3373	365	3008	118.051	6919	4251		
6962	5054	5046	1454	3592	140.758	6962	5216		
7048	12767	9640	1464	8176	110.075	7048	12924		
7060	20011	15885	1291	14594	117.677	7060	20190		
7154	13352	10673	1243	9430	118.397	7154	13440		
7162	10700	8613	1179	7434	119.182	7162	10743		
7229	23458	15846	1640	14206	99.56	7229	23710		
7237	7845	6170	638	5532	115.179	7237	7977		
7334	26788	18260	1756	16504	100.541	7334	27078		
7406	7524	5576	454	5122	110.769	7406	7524		
7604	4897	3756	560	3196	111.487	7604	4984		
7652	14571	11310	1328	9982	113.766	7652	14788		
7814	43267	32843	2797	30046	112.701	7814	43550		
7891	5384	3976	342	3634	110.337	7891	5384		
7920	19347	13952	1102	12850	107.793	7920	19347		
8002	10035	7525	967	6558	110.322	8002	10133		
8052	20273	15232	1484	13748	111.647	8052	20356		
8086	6918	4883	467	4416	105.354	8086	6918		
8146	18901	14506	1320	13186	113.961	8146	18984		
8243	11346	9184	732	8452	121.054	8243	11346		
8260	6327	5366	674	4692	126.612	8260	6327		
8302	17112	11772	936	10836	101.794	8302	17262		
8396	6906	5402	832	4570	113.83	8396	7043		
8558	44770	32227	3743	28484	106.08	8558	45294		
9148	10837	8573	797	7776	117.528	9148	10892		
9162	9435	6703	677	6026	105.939	9162	9435		
9189	7256	5342	756	4586	107.513	9189	7383		
9333	11981	8932	1058	7874	109.073	9333	12192		
9367	9475	4008	936	3072	62.686	9367	9478		
9604	8886	7189	1073	6116	117.481	9604	9077		
9624	8449	6240	830	5410	107.119	9624	8650		
9783	12533	10244	1116	9128	120.879	9783	12644		
9911	17755	12997	987	12010	109.21	9911	17797		
9943	4139	1549	107	1442	55.594	9943	4173		
10016	5834	4064	492	3572	103.677	10016	5836		
10017	6561	4780	630	4150	107.665	10017	6561		
10057	18880	14118	1644	12474	109.353	10057	19251		
10091	6760	5084	504	4580	111.178	10091	6820		
10433	12298	8835	1227	7608	103.116	10433	12732		
10553	4739	3385	437	2948	104.605	10553	4815		
10977	8482	6661	967	5694	113.562	10977	8718		
11012	9363	7041	1045	5996	106.962	11012	9759		
11156	5117	3666	470	3196	104.095	11156	5237		
11265	6569	4523	427	4096	100.987	11265	6686		
11538	4525	3891	859	3032	123.649	11538	4629		
11602	14420	10253	1013	9240	104.922	11602	14582		
11675	12641	10285	1655	8630	117.023	11675	13024		
11831	5496	3648	280	3368	99.217	11831	5496		
11983	17786	12935	1457	11478	107.263	11983	17946		
11995	7497	5310	634	4676	103.712	11995	7629		
12086	10243	7653	1049	6604	109.505	12086	10386		
12114	4087	3247	499	2748	116.62	12114	4114		
12359	12861	9758	1034	8724	111.373	12359	13066		
12427	7130	5140	574	4566	107.46	12427	7130		
12760	4619	3249	343	2906	104.954	12760	4619		
12777	5659	4229	569	3660	110.306	12777	5711		
12932	12140	8597	737	7860	105.018	12932	12221		
13001	8776	6571	691	5880	109.745	13001	8933		
13068	5893	4353	349	4004	110.331	13068	5893		
13223	7672	6120	686	5434	118.726	13223	7672		
13426	4925	3491	323	3168	105.968	13426	4925		
13637	7807	5404	584	4820	102.561	13637	7838		
13646	7019	5166	582	4584	107.255	13646	7163		
13743	6053	2170	294	1876	53.216	13743	6058		
13832	7857	5517	655	4862	103.998	13832	7905		
14096	4184	3529	621	2908	119.56	14096	4367		
14183	4397	3402	580	2822	112.586	14183	4478		
14286	4659	3413	499	2914	103.906	14286	4865		
15062	4009	2797	295	2502	103.962	15062	4009		
15536	5073	4579	1365	3214	129.646	15536	5165		
15727	6682	4709	505	4204	103.816	15727	6749		
15742	7982	5591	741	4850	101.973	15742	8150		
15744	5471	4289	803	3486	111.38	15744	5688		
16457	4785	3534	442	3092	110	16457	4785		
18883	4124	3346	518	2828	117.615	18883	4239		
19069	4122	3053	451	2602	108.66	19069	4156		
19840	5460	3932	656	3276	102.112	19840	5718		
20631	5203	3576	338	3238	101.929	20631	5230		
21337	4151	3484	368	3116	124.982	21337	4151		
PRO5-33	9177	4576	682	3894	73.204	PRO5-33	9292		
PRO5-39	7844	5244	1232	4012	98.696	PRO5-39	7844		
PRO5-57	23166	11911	1877	10034	76.205	PRO5-57	23293		
PRO5-65	20476	20458	2564	17894	149.06	PRO5-65	20478		
PRO5-85	21750	10038	1226	8812	67.759	PRO5-85	22037		
PRO5-86	6588	3448	680	2768	76.154	PRO5-86	6718		
PRO5-87	3561	1855	567	1288	74.876	PRO5-87	3585		
PRO5-94	12470	6252	588	5664	74.847	PRO5-94	12470		
PRO5-106	13457	6201	695	5506	68.101	PRO5-106	13565		
PRO5-115	23466	12858	2102	10756	81.011	PRO5-115	23557		
PRO5-117	39365	18712	2570	16142	70.584	PRO5-117	39518		
PRO5-118	15967	9729	3643	6086	88.43	PRO5-118	15967		
PRO5-120	10778	5356	764	4592	72.861	PRO5-120	10911		
PRO5-158	13261	6855	871	5984	76.962	PRO5-158	13261		
PRO5-190	17390	10538	2530	8008	87.797	PRO5-190	17740		
PRO5-206	19803	9511	1529	7982	70.797	PRO5-206	20002		
PRO5-208	10895	4396	466	3930	59.967	PRO5-208	10919		
PRO5-210	14293	7192	752	6440	75.008	PRO5-210	14313		
PRO5-219	4896	4321	1269	3052	126.49	PRO5-219	5043		
PRO5-236	9004	4477	487	3990	73.896	PRO5-236	9032		
PRO5-243	4481	2054	386	1668	67.405	PRO5-243	4529		
PRO5-275	37554	15257	2411	12846	59.81	PRO5-275	37895		
PRO5-287	5173	2747	383	2364	79.071	PRO5-287	5173		
PRO5-302	4187	2094	308	1786	74.273	PRO5-302	4187		
PRO5-335	17809	8329	827	7502	69.929	PRO5-335	17809		
PRO5-337	11413	5635	821	4814	72.018	PRO5-337	11645		
PRO5-344	9708	4568	726	3842	68.613	PRO5-344	9845		
PRO5-367	15740	7528	1098	6430	70.917	PRO5-367	15803		
PRO5-388	19797	8585	1217	7368	64.039	PRO5-388	19953		
PRO5-444	22529	12390	2238	10152	80.338	PRO5-444	22747		
PRO5-447	58571	43618	7802	35816	110.47	PRO5-447	58570		
PRO5-478	10576	5447	959	4488	75.856	PRO5-478	10636		
PRO5-481	17342	7334	890	6444	62.94	PRO5-481	17344		
PRO5-483	9032	6778	1604	5174	109.682	PRO5-483	9151		
PRO5-487	8258	3868	524	3344	68.735	PRO5-487	8396		
PRO5-515	2681	1795	633	1162	97.412	PRO5-515	2711		
PRO5-558	8672	4180	612	3568	71.129	PRO5-558	8762		
PRO5-559	35440	16826	1952	14874	70.727	PRO5-559	35442		
PRO5-562	18933	10753	1633	9120	83.243	PRO5-562	19198		
PRO5-590	26885	11526	1694	9832	63.408	PRO5-590	27041		
PRO5-597	12478	5941	585	5356	70.513	PRO5-597	12573		
PRO5-613	9658	6724	1216	5508	101.593	PRO5-613	9798		
PRO5-618	13728	7254	780	6474	78.879	PRO5-618	13728		
PRO5-647	14419	9726	2280	7446	100.02	PRO5-647	14422		
PRO5-668	25382	10180	874	9306	59.942	PRO5-668	25382		
PRO5-678	3336	1272	252	1020	55.607	PRO5-678	3391		
PRO5-695	23008	11429	1323	10106	73.998	PRO5-695	23008		
PRO5-762	25321	12795	1769	11026	75.425	PRO5-762	25317		
PRO5-767	14859	7500	1468	6032	74.927	PRO5-767	14859		
PRO5-774	34857	18797	2755	16042	79.71	PRO5-774	34943		
PRO5-783	8974	4173	485	3688	69.269	PRO5-783	8973		
PRO5-815	9945	4606	792	3814	67.138	PRO5-815	10166		
PRO5-818	12657	6451	845	5606	75.607	PRO5-818	12723		
PRO5-821	40891	23434	4832	18602	84.388	PRO5-821	41221		
PRO5-827	30050	13287	1685	11602	65.112	PRO5-827	30365		
PRO5-830	13766	7675	1081	6594	81.716	PRO5-830	13961		
PRO5-841	2029	1060	284	776	74.506	PRO5-841	2090		
PRO5-862	4744	3783	887	2896	118.717	PRO5-862	4744		
PRO5-882	45621	22010	1962	20048	72.11	PRO5-882	45621		
PRO5-921	35244	17683	2045	15638	74.508	PRO5-921	35386		
PRO5-930	17213	7789	945	6844	67.208	PRO5-930	17269		
PRO5-985	33073	21474	5352	16122	95.797	PRO5-985	33093		
PRO5-986	3754	1966	398	1568	77.972	PRO5-986	3754		
PRO5-989	20504	10705	2289	8416	75.869	PRO5-989	20878		
PRO5-1002	51644	27359	4377	22982	78.298	PRO5-1002	51912		
PRO5-1005	6544	4419	849	3570	98.554	PRO5-1005	6646		
PRO5-1012	4438	2179	335	1844	71.984	PRO5-1012	4493		
PRO5-1021	15041	6902	538	6364	68.644	PRO5-1021	15041		
PRO5-1033	11598	5535	619	4916	70.97	PRO5-1033	11624		
PRO5-1066	3239	1515	217	1298	69.302	PRO5-1066	3238		
PRO5-1106	13466	6489	843	5646	71.811	PRO5-1106	13465		
PRO5-1107	8271	3705	479	3226	65.833	PRO5-1107	8385		
PRO5-1130	18282	11910	2264	9646	95.902	PRO5-1130	18431		
PRO5-1132	11506	5341	689	4652	68.91	PRO5-1132	11561		
PRO5-1155	13433	7564	926	6638	83.839	PRO5-1155	13433		
PRO5-1218	13697	6854	1562	5292	73.305	PRO5-1218	13784		
PRO5-1294	14088	7645	949	6696	80.473	PRO5-1294	14111		
PRO5-1298	9907	5089	685	4404	76.281	PRO5-1298	9907		
PRO5-1305	14835	6817	521	6296	68.766	PRO5-1305	14836		
PRO5-1318	3703	1798	234	1564	72.236	PRO5-1318	3703		
PRO5-1321	10235	4759	767	3992	68.321	PRO5-1321	10313		
PRO5-1326	13580	17239	1321	15918	188.863	PRO5-1326	13651		
PRO5-1340	2285	1170	464	706	75.251	PRO5-1340	2285		
PRO5-1354	54684	27274	3176	24098	74.131	PRO5-1354	54711		
PRO5-1365	5056	2272	168	2104	67.141	PRO5-1365	5056		
PRO5-1398	7501	2838	552	2286	56.125	PRO5-1398	7501		
PRO5-1402	12101	5432	558	4874	66.723	PRO5-1402	12155		
PRO5-1420	12236	6304	730	5574	76.802	PRO5-1420	12236		
PRO5-1437	11035	5303	801	4502	69.905	PRO5-1437	11281		
PRO5-1444	18434	8434	1098	7336	66.809	PRO5-1444	18789		
PRO5-1449	17204	7843	1557	6286	67.551	PRO5-1449	17204		
PRO5-1451	9938	5894	1246	4648	87.207	PRO5-1451	9938		
PRO5-1452	2102	1728	520	1208	121.559	PRO5-1452	2103		
PRO5-1494	3152	1364	314	1050	59.159	PRO5-1494	3381		
PRO5-1497	4045	2063	385	1678	75.62	PRO5-1497	4045		
PRO5-1503	4685	5407	927	4480	167.076	PRO5-1503	4810		
PRO5-1507	16798	8218	1038	7180	72.973	PRO5-1507	16798		
PRO5-1520	5208	2609	345	2264	74.575	PRO5-1520	5208		
PRO5-1527	45495	47920	5406	42514	156.886	PRO5-1527	45495		
PRO5-1545	9332	5236	534	4702	83.797	PRO5-1545	9332		
PRO5-1547	9465	4718	572	4146	74.4	PRO5-1547	9465		
PRO5-1548	5335	2623	451	2172	71.591	PRO5-1548	5441		
PRO5-1591	2989	3348	934	2414	158.984	PRO5-1591	3112		
PRO5-1611	33105	14415	2135	12280	64.721	PRO5-1611	33106		
PRO5-1624	6883	3849	419	3430	83.503	PRO5-1624	6883		
PRO5-1635	8283	4034	388	3646	72.439	PRO5-1635	8301		
PRO5-1717	3679	1702	222	1480	69.074	PRO5-1717	3679		
PRO5-1724	9369	4262	770	3492	66.801	PRO5-1724	9369		
PRO5-1733	6944	3554	424	3130	76.349	PRO5-1733	6944		
PRO5-1745	4115	1992	446	1546	71.782	PRO5-1745	4115		
PRO5-1753	15805	9123	2225	6898	85.132	PRO5-1753	15962		
PRO5-1809	11978	4648	798	3850	56.1	PRO5-1809	12244		
PRO5-1891	13641	6685	701	5984	72.802	PRO5-1891	13700		
PRO5-1896	39068	24273	4591	19682	91.708	PRO5-1896	39222		
PRO5-1909	6903	3595	601	2994	77.142	PRO5-1909	6933		
PRO5-1963	9293	4439	545	3894	69.815	PRO5-1963	9474		
PRO5-2007	7574	3904	462	3442	76.223	PRO5-2007	7627		
PRO5-2075	10485	5420	468	4952	77.243	PRO5-2075	10485		
PRO5-2109	2660	1292	208	1084	72.433	PRO5-2109	2660		
PRO5-2120	8493	4317	531	3786	75.373	PRO5-2120	8525		
PRO5-2168	10428	8072	1780	6292	114.682	PRO5-2168	10428		
PRO5-2170	2856	1137	287	850	59.319	PRO5-2170	2856		
PRO5-2179	28074	11015	1707	9308	58.314	PRO5-2179	28075		
PRO5-2195	11308	7324	1600	5724	95.701	PRO5-2195	11308		
PRO5-2210	7033	3497	521	2976	71.689	PRO5-2210	7250		
PRO5-2241	15655	7233	853	6380	67.391	PRO5-2241	15998		
PRO5-2242	9503	4641	631	4010	72.735	PRO5-2242	9506		
PRO5-2253	4156	2286	428	1858	81.468	PRO5-2253	4156		
PRO5-2263	24181	12706	1376	11330	78.428	PRO5-2263	24183		
PRO5-2264	16320	8174	1032	7142	74.512	PRO5-2264	16352		
PRO5-2265	4079	1848	198	1650	67.406	PRO5-2265	4079		
PRO5-2282	20070	10041	1069	8972	74.523	PRO5-2282	20100		
PRO5-2294	4135	1424	442	982	48.997	PRO5-2294	4304		
PRO5-2471	11958	5909	1131	4778	73.457	PRO5-2471	11958		
PRO5-2512	11281	5906	534	5372	78.156	PRO5-2512	11281		
PRO5-2545	5206	3552	872	2680	99.32	PRO5-2545	5265		
PRO5-2547	2776	1156	244	912	61.891	PRO5-2547	2776		
PRO5-2594	14166	6662	850	5812	70.135	PRO5-2594	14166		
PRO5-2604	11055	5243	683	4560	70.59	PRO5-2604	11054		
PRO5-2607	5134	2209	275	1934	64.121	PRO5-2607	5134		
PRO5-2641	7625	4534	742	3792	86.664	PRO5-2641	7748		
PRO5-2648	7922	4164	1006	3158	76.918	PRO5-2648	8042		
PRO5-2722	2921	2623	507	2116	131.262	PRO5-2722	2950		
PRO5-2736	4372	2512	460	2052	85.124	PRO5-2736	4372		
PRO5-2752	8532	3894	760	3134	66.955	PRO5-2752	8585		
PRO5-2757	4273	1777	383	1394	61.436	PRO5-2757	4273		
PRO5-2791	5881	4391	1207	3184	109.51	PRO5-2791	5895		
PRO5-2795	4148	2840	880	1960	96.224	PRO5-2795	4356		
PRO5-2810	3927	1716	394	1322	65.021	PRO5-2810	3927		
PRO5-2863	4188	1669	521	1148	58.526	PRO5-2863	4229		
PRO5-2880	18967	8982	870	8112	70.472	PRO5-2880	19026		
PRO5-2886	8061	3600	512	3088	65.707	PRO5-2886	8149		
PRO5-2896	7411	4312	726	3586	86.599	PRO5-2896	7411		
PRO5-2988	3809	1405	501	904	52.785	PRO5-2988	3879		
PRO5-3201	8114	4137	423	3714	75.567	PRO5-3201	8138		
PRO5-3221	3542	1834	484	1350	74.607	PRO5-3221	3615		
PRO5-3222	12813	6334	882	5452	71.939	PRO5-3222	13086		
PRO5-3226	3454	1540	314	1226	65.977	PRO5-3226	3454		
PRO5-3250	7098	3355	505	2850	70.112	PRO5-3250	7098		
PRO5-3288	6631	2892	330	2562	65.089	PRO5-3288	6631		
PRO5-3289	7874	4338	1038	3300	80.176	PRO5-3289	7939		
PRO5-3383	9637	4969	1195	3774	76.24	PRO5-3383	9637		
PRO5-3387	2066	1065	303	762	76.141	PRO5-3387	2066		
PRO5-3406	9215	4603	685	3918	73.095	PRO5-3406	9346		
PRO5-3440	7675	3734	798	2936	71.52	PRO5-3440	7773		
PRO5-3461	8725	3990	532	3458	68.024	PRO5-3461	8725		
PRO5-3581	40905	21619	3377	18242	78.687	PRO5-3581	40930		
PRO5-3601	6449	3054	460	2594	70.205	PRO5-3601	6451		
PRO5-3602	5890	2049	369	1680	51.494	PRO5-3602	5890		
PRO5-3689	10886	5369	671	4698	72.443	PRO5-3689	11035		
PRO5-3701	13008	6810	1650	5160	77.231	PRO5-3701	13077		
PRO5-3720	3063	1329	173	1156	61.787	PRO5-3720	3199		
PRO5-3725	3333	1768	488	1280	75.543	PRO5-3725	3455		
PRO5-3729	8570	4616	768	3848	77.576	PRO5-3729	8836		
PRO5-3744	4668	2312	338	1974	73.676	PRO5-3744	4667		
PRO5-3756	9648	4957	635	4322	75.347	PRO5-3756	9799		
PRO5-3782	10380	5368	588	4780	77.097	PRO5-3782	10380		
PRO5-3921	2393	1221	267	954	72.215	PRO5-3921	2500		
PRO5-3926	3653	2085	525	1560	85.059	PRO5-3926	3653		
PRO5-3941	6527	3348	572	2776	76.083	PRO5-3941	6527		
PRO5-3949	9860	4770	338	4432	72.42	PRO5-3949	9860		
PRO5-3951	9698	5241	659	4582	79.935	PRO5-3951	9766		
PRO5-3970	8250	4731	1141	3590	85.392	PRO5-3970	8250		
PRO5-4004	4175	1786	304	1482	63.463	PRO5-4004	4176		
PRO5-4028	4067	1995	375	1620	71.164	PRO5-4028	4152		
PRO5-4059	2155	1067	207	860	71.982	PRO5-4059	2185		
PRO5-4069	2149	893	155	738	61.586	PRO5-4069	2149		
PRO5-4070	2152	987	175	812	67.966	PRO5-4070	2152		
PRO5-4135	3693	1870	266	1604	75.297	PRO5-4135	3693		
PRO5-4159	3435	1809	285	1524	78.354	PRO5-4159	3435		
PRO5-4222	5351	2716	364	2352	75.617	PRO5-4222	5351		
PRO5-4276	10842	5622	688	4934	76.786	PRO5-4276	10926		
PRO5-4296	3736	1992	292	1700	79.33	PRO5-4296	3736		
PRO5-4369	2348	1195	159	1036	75.879	PRO5-4369	2348		
PRO5-4371	6711	3484	384	3100	77.328	PRO5-4371	6711		
PRO5-4383	8802	3980	392	3588	66.525	PRO5-4383	8934		
PRO5-4405	6933	3550	386	3164	76.202	PRO5-4405	6933		
PRO5-4418	3325	1584	248	1336	70.671	PRO5-4418	3325		
PRO5-4436	3076	1481	337	1144	67.667	PRO5-4436	3207		
PRO5-4480	5025	2702	750	1952	77.462	PRO5-4480	5163		
PRO5-4503	6102	2814	400	2414	66.747	PRO5-4503	6223		
PRO5-4526	6830	3089	449	2640	66.206	PRO5-4526	6954		
PRO5-4566	5602	1569	387	1182	41.431	PRO5-4566	5602		
PRO5-4589	5312	2330	552	1778	61.773	PRO5-4589	5515		
