Name	Consensus length	Total read count	Single reads	Reads in pairs	Average coverage	Reference sequence	Reference length	Reference common name	Reference latin name
73	158936	15224	862	14362	14.344	73	158936		
646	84140	7875	427	7448	14.023	646	84140		
724	240677	21509	1307	20202	13.389	724	240666		
759	344044	32091	1883	30208	13.968	759	344044		
1474	177057	14952	874	14078	12.646	1474	177085		
1628	192238	15763	851	14912	12.282	1628	192252		
2074	236565	23110	1314	21796	14.627	2074	236635		
2398	426811	36156	2064	34092	12.685	2398	426910		
2449	95598	9094	564	8530	14.233	2449	95598		
2916	67978	6004	318	5686	13.241	2916	67978		
3156	56619	5263	275	4988	13.928	3156	56619		
4068	131384	12089	691	11398	13.788	4068	131384		
5036	40437	3811	299	3512	14.109	5036	40437		
5108	159148	12730	710	12020	11.977	5108	159148		
5279	57389	4662	262	4400	12.166	5279	57389		
8297	271169	22723	1179	21544	12.555	8297	271167		
15056	41865	3930	500	3430	13.916	15056	41864		
167	44898	3637	253	3384	12.106	167	44941		
804	66769	5266	298	4968	11.794	804	66805		
915	52532	4499	497	4002	12.745	915	52566		
916	62170	5275	463	4812	12.626	916	62245		
1104	120036	9502	582	8920	11.84	1104	120036		
1176	98068	7095	437	6658	10.815	1176	98123		
1184	33705	2783	189	2594	12.334	1184	33705		
1334	28197	2107	163	1944	11.146	1334	28242		
1410	140211	10749	965	9784	11.404	1410	140541		
1458	53683	4123	253	3870	11.48	1458	53700		
1480	99184	8040	558	7482	12.082	1480	99413		
1731	12282	939	71	868	11.418	1731	12282		
2442	40960	3111	397	2714	11.219	2442	41091		
2665	30707	2413	171	2242	11.719	2665	30735		
2694	42160	3037	179	2858	10.765	2694	42162		
2882	12413	1052	120	932	12.55	2882	12453		
2883	12469	1220	142	1078	14.558	2883	12469		
3690	68319	5680	456	5224	12.365	3690	68381		
3741	80610	7319	1379	5940	13.466	3741	80610		
4014	108098	8193	737	7456	11.271	4014	108419		
4314	103177	8406	784	7622	12.112	4314	103277		
4388	24218	1984	164	1820	12.223	4388	24240		
4607	61206	5027	285	4742	12.256	4607	61332		
4687	84107	6672	430	6242	11.852	4687	84108		
4902	7275	528	62	466	10.811	4902	7275		
4926	65023	5169	443	4726	11.799	4926	65364		
5018	43742	3644	240	3404	12.465	5018	43742		
5087	13107	921	45	876	10.522	5087	13104		
5616	98249	8058	568	7490	12.219	5616	98451		
5754	39796	3118	244	2874	11.708	5754	39796		
5933	66832	5255	377	4878	11.752	5933	66832		
6402	17294	1315	153	1162	11.211	6402	17453		
6755	12573	1036	118	918	12.154	6755	12636		
7170	137952	10679	1031	9648	11.537	7170	138014		
7274	18036	1571	113	1458	12.958	7274	18098		
7416	82694	6645	435	6210	11.997	7416	82814		
7452	78831	5870	420	5450	11.106	7452	78985		
7702	22320	1835	135	1700	12.287	7702	22320		
8290	44405	3400	260	3140	11.404	8290	44521		
8387	70800	5817	411	5406	12.254	8387	70858		
8426	19686	1516	148	1368	11.478	8426	19686		
8598	13049	937	87	850	10.73	8598	13049		
8626	43576	3452	186	3266	11.817	8626	43673		
8630	44287	3300	270	3030	11.101	8630	44393		
8634	5037	404	32	372	11.988	8634	5037		
8673	21283	1690	260	1430	11.737	8673	21283		
8819	18698	1351	105	1246	10.818	8819	18698		
8830	31521	2729	249	2480	12.901	8830	31522		
8835	22956	1891	159	1732	12.281	8835	22987		
8911	9288	759	69	690	12.225	8911	9288		
8912	29471	2231	125	2106	11.311	8912	29471		
9242	35213	3077	543	2534	12.914	9242	35250		
9362	17519	1400	102	1298	11.93	9362	17518		
9483	51055	4286	318	3968	12.567	9483	51055		
9704	35649	2716	212	2504	11.384	9704	35649		
9724	15117	1170	84	1086	11.547	9724	15117		
9725	65285	4573	397	4176	10.462	9725	65285		
9810	42126	3420	242	3178	12.133	9810	42126		
9884	40326	3156	264	2892	11.602	9884	40636		
10003	21906	1640	88	1552	11.199	10003	21906		
10165	10076	836	64	772	12.367	10165	10076		
10717	11492	986	72	914	12.842	10717	11492		
10817	31360	2552	198	2354	12.111	10817	31461		
10827	47603	3663	231	3432	11.457	10827	47759		
11070	41069	3127	181	2946	11.346	11070	41161		
11139	12176	870	42	828	10.688	11139	12198		
11161	17561	1495	79	1416	12.746	11161	17574		
11243	30743	2357	147	2210	11.429	11243	30785		
11266	29775	2393	167	2226	12.026	11266	29775		
11285	59883	4621	301	4320	11.5	11285	60057		
11581	67376	5458	384	5074	12.113	11581	67376		
11636	58025	4431	347	4084	11.381	11636	58126		
11657	67658	5199	313	4886	11.484	11657	67736		
11674	22622	1871	157	1714	12.31	11674	22643		
11868	52766	4043	301	3742	11.408	11868	52895		
12021	63883	5107	377	4730	11.928	12021	63916		
12075	30125	2286	188	2098	11.326	12075	30125		
12192	74797	6371	487	5884	12.709	12192	74840		
12212	16815	1244	70	1174	11.057	12212	16816		
12513	18271	1516	104	1412	12.402	12513	18271		
12521	21990	1688	148	1540	11.432	12521	22016		
12554	16933	1270	98	1172	11.129	12554	17020		
12892	21662	1543	107	1436	10.637	12892	21686		
12928	36038	2853	173	2680	11.813	12928	36089		
12947	21003	1424	120	1304	10.106	12947	21005		
13064	82659	7151	599	6552	12.905	13064	82704		
13183	7146	576	56	520	11.998	13183	7184		
13187	31664	2579	241	2338	12.138	13187	31665		
13290	104282	8590	494	8096	12.319	13290	104305		
13376	70124	5278	388	4890	11.235	13376	70138		
13572	18400	1458	116	1342	11.862	13572	18400		
13765	8771	688	48	640	11.642	13765	8817		
13776	71658	5100	450	4650	10.593	13776	71768		
14076	9520	719	41	678	11.124	14076	9675		
14093	19710	1479	117	1362	11.238	14093	19710		
14356	31036	2727	259	2468	13.104	14356	31036		
14365	29982	2426	222	2204	12.061	14365	29982		
14424	10371	818	54	764	11.776	14424	10371		
14430	46264	3815	283	3532	12.313	14430	46264		
14518	8359	679	57	622	12.086	14518	8359		
14536	11888	1055	149	906	13.126	14536	11922		
14552	40609	3241	191	3050	11.936	14552	40631		
14579	15734	1173	87	1086	11.102	14579	15776		
14816	32716	2603	221	2382	11.766	14816	32895		
15053	28249	2114	168	1946	11.155	15053	28326		
15264	14119	993	77	916	10.532	15264	14117		
15281	7507	690	74	616	13.426	15281	7612		
15466	21035	1565	87	1478	11.117	15466	21035		
16054	7860	743	157	586	13.854	16054	7873		
16065	8698	721	45	676	12.383	16065	8698		
16819	9694	888	158	730	13.542	16819	9697		
16859	29766	2225	195	2030	11.155	16859	29771		
17010	10975	897	53	844	12.217	17010	10975		
17198	38853	2876	168	2708	11.035	17198	38993		
17455	21394	1655	163	1492	11.521	17455	21444		
17703	9553	705	53	652	11.029	17703	9553		
18185	32940	2745	199	2546	12.439	18185	32954		
19037	15079	1175	69	1106	11.598	19037	15134		
19192	21168	1548	108	1440	10.846	19192	21266		
19227	14673	1110	74	1036	11.318	19227	14673		
20331	18679	1511	139	1372	11.973	20331	18820		
20509	28450	2460	200	2260	12.876	20509	28450		
20692	27643	2134	156	1978	11.501	20692	27724		
20773	25605	1934	132	1802	11.212	20773	25753		
21167	5936	483	45	438	12.138	21167	5937		
21814	7772	636	88	548	11.987	21814	7899		
21873	4387	363	79	284	11.974	21873	4408		
22253	23497	1939	133	1806	12.305	22253	23555		
22927	5469	381	35	346	10.412	22927	5469		
22958	23017	1924	160	1764	12.473	22958	23015		
23140	60211	4605	283	4322	11.422	23140	60266		
23662	5809	467	33	434	12.005	23662	5809		
24346	4896	339	41	298	10.321	24346	4896		
24623	8512	686	56	630	11.927	24623	8548		
24636	9390	800	44	756	12.752	24636	9390		
26090	36571	2689	161	2528	10.994	26090	36586		
26317	13374	1058	94	964	11.786	26317	13374		
28429	12418	874	88	786	10.481	28429	12444		
29274	5166	395	31	364	11.343	29274	5196		
31346	7170	607	75	532	12.521	31346	7194		
32162	9949	839	103	736	12.466	32162	9946		
36655	7913	565	53	512	10.536	36655	7966		
37265	8543	665	39	626	11.633	37265	8559		
40702	4137	360	26	334	12.953	40702	4138		
51138	7760	650	44	606	12.516	51138	7760		
697	205265	9546	674	8872	6.931	697	206178		
2396	100608	4607	291	4316	6.833	2396	100894		
2720	86886	3979	261	3718	6.814	2720	87214		
2764	442644	20806	1572	19234	7.004	2764	443965		
2804	208995	9052	560	8492	6.439	2804	210364		
3017	48917	2139	145	1994	6.519	3017	49121		
3035	52239	2330	168	2162	6.625	3035	52586		
4566	96644	4368	258	4110	6.733	4566	97172		
5542	142046	6848	472	6376	7.183	5542	142552		
5598	240383	10183	597	9586	6.303	5598	241964		
6300	206619	9097	641	8456	6.554	6300	207670		
7326	147718	6353	411	5942	6.424	7326	148070		
8137	133641	6228	448	5780	6.959	8137	133893		
8199	4327	195	13	182	6.657	8199	4368		
8500	61674	2823	219	2604	6.79	8500	62073		
8760	30004	1379	59	1320	6.84	8760	30209		
8980	328981	13994	840	13154	6.33	8980	330847		
10446	85899	3888	246	3642	6.736	10446	86310		
10664	124136	6165	849	5316	7.315	10664	125043		
14162	5550	254	24	230	6.576	14162	5782		
15823	259471	12384	868	11516	7.113	15823	260453		
18557	28621	1254	88	1166	6.439	18557	29133		
20066	9936	430	26	404	6.219	20066	10327		
21757	20847	913	45	868	6.49	21757	21056		
24099	53563	2351	143	2208	6.51	24099	54030		
1	13342	53625	3819	49806	600.1	1	13342		
2	81106	362394	22966	339428	669.205	2	81106		
20	94687	369405	32221	337184	584.079	20	94687		
32	24800	104610	6570	98040	630.06	32	24845		
33	5526	23738	3208	20530	625.612	33	5644		
34	5282	27745	5233	22512	769.949	34	5282		
35	18770	72758	4678	68080	580.13	35	18770		
39	71279	257433	16659	240774	539.748	39	71374		
48	37173	123694	8514	115180	498.465	48	37173		
56	115104	452669	27695	424974	588.373	56	115183		
61	88212	304326	18214	286112	516.747	61	88211		
70	86799	384391	23467	360924	663.3	70	86800		
84	56788	240951	12219	228732	635.893	84	56788		
98	32938	122130	6092	116038	555.798	98	32938		
99	70091	214891	12011	202880	459.178	99	70091		
102	53212	206179	15063	191116	578.858	102	53209		
126	46749	156764	7656	149108	502.755	126	46749		
217	31742	112623	11201	101422	529.456	217	31740		
231	13772	56551	3193	53358	615.162	231	13772		
241	14015	62918	3990	58928	672.89	241	14015		
246	72708	275064	22018	253046	562.365	246	72874		
262	46156	154522	9440	145082	501.448	262	46158		
270	40714	185570	13652	171918	681.774	270	40714		
290	57578	267174	16132	251042	694.166	290	57600		
304	18305	85622	5228	80394	700.234	304	18313		
310	26967	108557	5397	103160	603.356	310	26967		
322	19583	81239	4983	76256	620.61	322	19583		
334	12726	38446	10768	27678	443.253	334	12726		
335	17385	68205	10771	57434	583.382	335	17385		
347	49842	163905	13513	150392	491.734	347	49842		
367	83713	337898	22894	315004	604.241	367	83714		
372	38971	161153	14447	146706	617.011	372	38971		
388	89910	276253	12997	263256	460.66	388	89910		
407	46973	223500	14364	209136	711.661	407	47013		
440	56196	209153	21411	187742	555.238	440	56222		
458	33420	112946	6094	106852	506.413	458	33420		
478	6787	35370	2838	32532	780.147	478	6787		
480	17956	82610	4656	77954	689.204	480	17956		
482	37413	146857	15997	130860	584.601	482	37425		
486	44178	163195	14293	148902	552.547	486	44209		
513	13916	65903	3781	62122	709.3	513	13916		
527	55202	252975	20783	232192	684.454	527	55206		
536	37491	159655	8475	151180	637.93	536	37491		
590	24651	89291	4479	84812	543.111	590	24651		
610	60191	196387	9405	186982	489.131	610	60191		
638	25819	73230	5710	67520	423.605	638	25819		
648	35757	153835	9643	144192	644.052	648	35757		
667	11803	48408	3186	45222	614.036	667	11803		
692	6734	31138	3954	27184	691.854	692	6734		
701	60565	149462	7732	141730	369.778	701	60565		
702	43834	171716	10014	161702	585.698	702	43833		
706	34584	138267	10469	127798	597.975	706	34584		
707	14690	45376	2308	43068	462.782	707	14690		
719	18703	85448	6084	79364	681.134	719	18764		
744	56859	220174	18936	201238	577.734	744	56863		
760	35001	136209	13239	122970	577.512	760	34991		
779	39435	95294	4540	90754	362.182	779	39443		
849	6591	27667	2271	25396	628.457	849	6591		
866	18808	86120	5730	80390	686.391	866	18808		
888	18098	74406	6070	68336	613.131	888	18098		
897	30957	127032	6664	120368	614.699	897	30957		
902	11537	49417	4425	44992	639.761	902	11537		
937	5924	25953	1821	24132	653.128	937	5951		
949	7084	33086	3050	30036	696.651	949	7084		
966	16900	72701	7785	64916	640.498	966	16900		
967	7073	31213	3847	27366	660.725	967	7073		
1049	6647	24018	2634	21384	539.073	1049	6647		
1058	52470	221480	13090	208390	632.012	1058	52466		
1088	23087	96763	5237	91526	628.427	1088	23087		
1098	8991	36250	2320	33930	603.511	1098	8991		
1119	19108	83792	5804	77988	655.588	1119	19108		
1139	6661	27406	2978	24428	612.477	1139	6661		
1140	34632	122551	6265	116286	530.326	1140	34632		
1153	10418	39331	3845	35486	562.392	1153	10418		
1195	12847	30216	3100	27116	351.072	1195	12847		
1248	16918	66199	8823	57376	583.358	1248	16918		
1265	15150	72400	10404	61996	707.128	1265	15151		
1270	22329	84462	7038	77424	563.618	1270	22329		
1381	8526	41145	5045	36100	722.052	1381	8526		
1476	42287	174549	9305	165244	618.201	1476	42307		
1496	21464	85298	15932	69366	587.784	1496	21463		
1552	25820	92761	4605	88156	538.449	1552	25820		
1595	5004	19378	2642	16736	570.543	1595	5004		
1618	39904	148473	7359	141114	557.751	1618	39904		
1622	11282	68609	10643	57966	900.476	1622	11280		
1691	12874	61348	7072	54276	707.714	1691	12874		
1884	18069	105409	19863	85546	869.755	1884	18069		
1902	21472	100052	11198	88854	695.199	1902	21472		
2038	22785	76801	7767	69034	505.101	2038	22785		
2191	16154	82580	7404	75176	760.187	2191	16216		
2208	15606	69886	5310	64576	668.917	2208	15631		
2026	4878	35862	2640	33222	1100.133	2026	4878		
2250	6749	25272	1674	23598	560.641	2250	6749		
2446	5726	24793	2963	21830	644.48	2446	5726		
2557	7715	31043	3175	27868	600.036	2557	7715		
2930	4579	14779	1043	13736	482.62	2930	4579		
3290	22929	87548	4776	82772	571.777	3290	22929		
3	64381	31201	1713	29488	72.61	3	64381		
60	45905	24617	1545	23072	80.15	60	45907		
64	103404	54494	2872	51622	78.975	64	103404		
75	79561	47922	3658	44264	89.766	75	79561		
88	55267	34005	1859	32146	92.14	88	55267		
122	82201	49680	3066	46614	90.496	122	82203		
135	77085	33990	3834	30156	65.75	135	77085		
184	124564	158654	31874	126780	187.274	184	124574		
203	101869	58061	2841	55220	85.422	203	101869		
249	4338	5154	1376	3778	169.758	249	4339		
278	209237	217955	34991	182964	154.132	278	209233		
279	7621	3831	265	3566	75.102	279	7621		
286	31851	20327	1989	18338	95.166	286	31851		
289	15100	8911	1025	7886	88.34	289	15100		
326	68018	33398	2084	31314	73.479	326	68016		
368	96849	58452	3684	54768	90.145	368	96958		
446	112541	60225	3601	56624	80.174	446	112541		
484	37127	15749	1183	14566	63.155	484	37265		
550	20412	9497	491	9006	69.704	550	20412		
557	121672	53281	3107	50174	65.577	557	121672		
597	58483	32625	2325	30300	83.244	597	58546		
615	53303	23384	1258	22126	65.682	615	53303		
654	66849	40446	4416	36030	90.307	654	66849		
682	58154	29699	1675	28024	76.445	682	58154		
688	74485	87229	16391	70838	172.535	688	74481		
694	129337	84316	5950	78366	97.516	694	129337		
727	8046	4928	332	4596	91.61	727	8051		
777	22221	13733	733	13000	92.575	777	22221		
778	66397	32613	2531	30082	73.398	778	66398		
789	101249	51699	3167	48532	76.35	789	101249		
831	4884	5504	384	5120	168.568	831	4884		
837	114562	74534	6694	67840	97.071	837	114601		
838	100950	55568	7676	47892	81.809	838	101070		
860	22110	13340	762	12578	90.337	860	22110		
914	19713	12192	1212	10980	92.286	914	19714		
1111	21260	11595	1375	10220	81.297	1111	21260		
1239	92058	75354	17324	58030	121.309	1239	92133		
1387	27610	15033	759	14274	81.573	1387	27610		
1398	97710	53496	2928	50568	82.007	1398	97710		
1601	17331	9636	522	9114	83.233	1601	17331		
1671	49834	27627	3127	24500	82.608	1671	49845		
1679	16752	10263	691	9572	91.509	1679	16788		
1801	20268	13014	758	12256	96.157	1801	20268		
1825	10344	7578	1042	6536	108.771	1825	10340		
1860	63617	62146	19740	42406	141.94	1860	63616		
1897	47464	22553	1325	21228	71.203	1897	47464		
1925	7370	5291	869	4422	105.392	1925	7370		
2048	15181	8623	579	8044	84.858	2048	15200		
2082	16386	11794	2582	9212	105.679	2082	16399		
2128	50734	29458	1718	27740	86.966	2128	50762		
2382	64581	39040	2346	36694	90.493	2382	64588		
2443	46719	24841	1397	23444	79.607	2443	46740		
2513	4381	3251	409	2842	110.069	2513	4381		
2605	61461	35557	1933	33624	86.658	2605	61461		
2732	6672	4097	247	3850	91.719	2732	6690		
2805	52037	26513	1337	25176	76.344	2805	52037		
3024	45344	25037	1483	23554	82.717	3024	45344		
3113	43418	26296	1492	24804	90.685	3113	43418		
3139	17099	8674	1614	7060	74.993	3139	17099		
3161	4922	2647	217	2430	80.402	3161	4922		
3444	20091	7365	389	6976	54.905	3444	20091		
3524	13331	9042	1674	7368	99.25	3524	13331		
3738	6144	3992	276	3716	97.124	3738	6144		
3800	16964	9828	582	9246	86.742	3800	16964		
4073	39454	24761	1901	22860	93.333	4073	39638		
4350	11954	5494	316	5178	68.83	4350	11954		
4906	7802	4647	389	4258	88.89	4906	7802		
6051	9176	6288	2276	4012	100.053	6051	9176		
6069	18501	7462	376	7086	60.424	6069	18501		
6155	11354	5724	354	5370	75.454	6155	11354		
6224	20520	11287	1285	10002	81.851	6224	20520		
7393	5512	3010	246	2764	81.608	7393	5512		
8058	4758	4069	537	3532	126.696	8058	4758		
12393	5487	2783	185	2598	75.84	12393	5487		
AMX3-3789	23444	764	68	696	4.427	AMX3-3789	25703		
AMX3-15458	22786	589	29	560	3.68	AMX3-15458	23959		
AMX3-5486	37054	1545	149	1396	5.966	AMX3-5486	38558		
AMX3-27513	12002	560	66	494	6.945	AMX3-27513	12035		
AMX3-8964	35838	1372	86	1286	5.561	AMX3-8964	36901		
AMX3-11560	8765	362	68	294	5.831	AMX3-11560	9201		
AMX3-17622	19065	918	106	812	7.11	AMX3-17622	19236		
AMX3-17975	15025	562	66	496	5.517	AMX3-17975	15201		
AMX3-7158	25134	989	65	924	5.76	AMX3-7158	25713		
AMX3-17974	14840	777	87	690	7.801	AMX3-17974	14869		
AMX3-36752	12902	578	70	508	6.44	AMX3-36752	13332		
AMX3-15736	21830	597	35	562	3.852	AMX3-15736	23221		
AMX3-46186	7488	349	23	326	6.902	AMX3-46186	7549		
AMX3-15575	28706	1977	437	1540	9.939	AMX3-15575	28922		
AMX3-7634	32694	1361	123	1238	6.142	AMX3-7634	33018		
AMX3-5787	31780	1183	95	1088	5.405	AMX3-5787	32578		
AMX3-16250	37363	1573	97	1476	6.224	AMX3-16250	37753		
AMX3-19553	15079	530	30	500	5.003	AMX3-19553	15854		
AMX3-25930	40257	1516	124	1392	5.491	AMX3-25930	41179		
AMX3-9661	20614	975	51	924	7.05	AMX3-9661	20688		
AMX3-25915	21616	1133	253	880	7.521	AMX3-25915	22112		
AMX3-5841	18848	828	52	776	6.553	AMX3-5841	18873		
AMX3-12990	35939	1561	119	1442	6.426	AMX3-12990	36271		
AMX3-22140	23921	776	36	740	4.783	AMX3-22140	24290		
AMX3-12218	45512	1991	179	1812	6.436	AMX3-12218	46093		
AMX3-16418	22382	910	162	748	5.875	AMX3-16418	22758		
AMX3-8691	50618	2794	666	2128	8.018	AMX3-8691	50993		
AMX3-5687	8160	461	61	400	8.383	AMX3-5687	8181		
AMX3-7642	33960	1465	153	1312	6.277	AMX3-7642	34709		
AMX3-6269	11474	345	37	308	4.361	AMX3-6269	11849		
AMX3-7408	10362	751	99	652	10.764	AMX3-7408	10362		
AMX3-12103	13403	5323	4223	1100	54.081	AMX3-12103	13800		
AMX3-17287	17531	569	75	494	4.521	AMX3-17287	18616		
AMX3-33477	15085	665	69	596	6.48	AMX3-33477	15305		
AMX3-20552	23130	790	86	704	4.913	AMX3-20552	23905		
AMX3-4087	15224	566	36	530	5.471	AMX3-4087	15489		
AMX3-17597	53478	2597	425	2172	7.014	AMX3-17597	54279		
AMX3-19177	20697	841	49	792	5.82	AMX3-19177	21621		
AMX3-14562	42188	1609	113	1496	5.584	AMX3-14562	43099		
AMX3-24869	43279	1922	180	1742	6.506	AMX3-24869	44099		
AMX3-640	32071	908	44	864	4.081	AMX3-640	33295		
AMX3-17355	23434	797	59	738	5.052	AMX3-17355	23647		
AMX3-534	44329	6116	1790	4326	19.466	AMX3-534	45764		
AMX3-413	8736	290	26	264	4.788	AMX3-413	9032		
AMX3-551	25172	965	57	908	5.674	AMX3-551	25471		
AMX3-630	13516	760	186	574	7.983	AMX3-630	13973		
AMX3-1370	31001	1330	212	1118	6.249	AMX3-1370	31628		
AMX3-1400	13523	404	20	384	4.37	AMX3-1400	13845		
AMX3-1419	10719	323	27	296	4.337	AMX3-1419	11089		
AMX3-2270	19834	887	53	834	6.657	AMX3-2270	19933		
AMX3-2385	45876	1760	126	1634	5.65	AMX3-2385	46486		
AMX3-2386	41003	1639	129	1510	5.905	AMX3-2386	41444		
AMX3-2892	11825	467	47	420	5.682	AMX3-2892	12185		
AMX3-3040	32375	1367	101	1266	6.215	AMX3-3040	32856		
AMX3-3102	25933	1135	81	1054	6.471	AMX3-3102	26242		
AMX3-3119	7876	330	18	312	6.263	AMX3-3119	7880		
AMX3-3208	6697	268	14	254	5.839	AMX3-3208	6870		
AMX3-3277	37736	1666	102	1564	6.521	AMX3-3277	38235		
AMX3-3475	19248	1185	165	1020	9.097	AMX3-3475	19282		
AMX3-3611	6762	253	43	210	5.543	AMX3-3611	6781		
AMX3-4531	19116	811	65	746	6.249	AMX3-4531	19332		
AMX3-4654	6212	269	41	228	6.353	AMX3-4654	6257		
AMX3-4826	13485	713	47	666	7.836	AMX3-4826	13612		
AMX3-5002	4679	186	26	160	5.901	AMX3-5002	4684		
AMX3-5031	26330	842	44	798	4.441	AMX3-5031	28384		
AMX3-5971	8748	425	41	384	7.246	AMX3-5971	8753		
AMX3-6134	5361	179	7	172	4.851	AMX3-6134	5523		
AMX3-6466	12624	450	32	418	5.31	AMX3-6466	12689		
AMX3-6616	13027	600	24	576	6.786	AMX3-6616	13215		
AMX3-6679	12115	468	46	422	5.753	AMX3-6679	12163		
AMX3-6774	15947	605	65	540	5.436	AMX3-6774	16572		
AMX3-6801	5785	195	25	170	4.987	AMX3-6801	5785		
AMX3-6883	6313	132	16	116	2.902	AMX3-6883	6806		
AMX3-7105	15938	581	49	532	5.339	AMX3-7105	16240		
AMX3-7230	28537	1283	117	1166	6.57	AMX3-7230	28985		
AMX3-7231	5630	194	30	164	5.02	AMX3-7231	5756		
AMX3-7232	4277	1695	787	908	55.709	AMX3-7232	4274		
AMX3-7301	4957	636	296	340	18.066	AMX3-7301	5027		
AMX3-7462	24309	925	61	864	5.606	AMX3-7462	24655		
AMX3-7612	9868	335	31	304	4.979	AMX3-7612	10043		
AMX3-8004	9853	357	17	340	5.374	AMX3-8004	9952		
AMX3-8147	7073	322	30	292	6.666	AMX3-8147	7209		
AMX3-8152	4494	2587	1423	1164	80.447	AMX3-8152	4685		
AMX3-8289	12232	582	34	548	7.063	AMX3-8289	12306		
AMX3-8533	6952	155	23	132	3.01	AMX3-8533	7615		
AMX3-8685	12191	295	15	280	3.352	AMX3-8685	13182		
AMX3-8757	56808	2102	140	1962	5.425	AMX3-8757	57910		
AMX3-8805	4190	179	21	158	6.34	AMX3-8805	4190		
AMX3-8947	6424	252	22	230	5.826	AMX3-8947	6452		
AMX3-9139	7531	381	49	332	7.333	AMX3-9139	7678		
AMX3-9216	21083	1676	858	818	11.088	AMX3-9216	21324		
AMX3-9571	8807	357	33	324	6.03	AMX3-9571	8864		
AMX3-9830	23659	906	82	824	5.655	AMX3-9830	23847		
AMX3-9995	11127	409	37	372	5.461	AMX3-9995	11212		
AMX3-10206	11526	559	93	466	7.139	AMX3-10206	11635		
AMX3-10537	5304	184	8	176	5.165	AMX3-10537	5340		
AMX3-10620	31092	1237	99	1138	5.876	AMX3-10620	31454		
AMX3-10635	25501	953	135	818	5.364	AMX3-10635	26281		
AMX3-10926	5858	355	33	322	9.015	AMX3-10926	5858		
AMX3-11016	17900	849	77	772	7.016	AMX3-11016	18027		
AMX3-11109	9206	441	39	402	7.13	AMX3-11109	9244		
AMX3-11240	14361	837	139	698	8.587	AMX3-11240	14466		
AMX3-11251	4354	128	10	118	4.173	AMX3-11251	4553		
AMX3-11252	5548	212	14	198	5.609	AMX3-11252	5626		
AMX3-11254	26807	1049	97	952	5.752	AMX3-11254	27145		
AMX3-11278	6339	333	29	304	7.796	AMX3-11278	6401		
AMX3-11434	7262	453	107	346	9.282	AMX3-11434	7262		
AMX3-11435	4258	239	63	176	8.076	AMX3-11435	4309		
AMX3-11735	14285	672	56	616	6.953	AMX3-11735	14437		
AMX3-11742	15520	639	25	614	6.094	AMX3-11742	15691		
AMX3-12061	27657	2261	869	1392	11.763	AMX3-12061	27762		
AMX3-12401	12956	414	16	398	4.685	AMX3-12401	13217		
AMX3-12425	13530	567	63	504	6.199	AMX3-12425	13592		
AMX3-12482	13978	622	116	506	6.289	AMX3-12482	14465		
AMX3-12662	8041	205	13	192	3.581	AMX3-12662	8571		
AMX3-12762	4022	166	16	150	6.08	AMX3-12762	4069		
AMX3-12971	22011	840	42	798	5.673	AMX3-12971	22163		
AMX3-13043	13181	529	63	466	5.778	AMX3-13043	13585		
AMX3-13093	8818	464	34	430	7.737	AMX3-13093	8951		
AMX3-13351	12966	671	49	622	7.666	AMX3-13351	13023		
AMX3-13864	5361	224	14	210	6.15	AMX3-13864	5452		
AMX3-14199	12238	925	479	446	9.962	AMX3-14199	12340		
AMX3-14502	7411	363	89	274	6.938	AMX3-14502	7584		
AMX3-14503	5582	169	15	154	4.329	AMX3-14503	5838		
AMX3-14737	9011	355	31	324	5.818	AMX3-14737	9110		
AMX3-14810	6689	348	32	316	7.612	AMX3-14810	6811		
AMX3-14869	8217	344	12	332	6.112	AMX3-14869	8429		
AMX3-14878	4956	576	140	436	17.047	AMX3-14878	4960		
AMX3-15549	6012	285	93	192	6.711	AMX3-15549	6124		
AMX3-15753	6474	228	22	206	5.211	AMX3-15753	6512		
AMX3-15836	15415	686	46	640	6.633	AMX3-15836	15469		
AMX3-15948	6192	328	56	272	7.836	AMX3-15948	6229		
AMX3-15955	21404	942	68	874	6.572	AMX3-15955	21460		
AMX3-16413	12525	542	88	454	6.383	AMX3-16413	12644		
AMX3-16946	5478	302	56	246	8.187	AMX3-16946	5478		
AMX3-17065	15120	3660	1652	2008	35.025	AMX3-17065	15365		
AMX3-17179	16130	564	50	514	5.055	AMX3-17179	16647		
AMX3-17228	22317	736	52	684	4.796	AMX3-17228	22980		
AMX3-17509	9954	400	48	352	5.803	AMX3-17509	10214		
AMX3-17754	13221	395	31	364	4.38	AMX3-17754	13504		
AMX3-17795	16594	1448	592	856	12.445	AMX3-17795	16610		
AMX3-17819	7744	390	104	286	7.323	AMX3-17819	7787		
AMX3-18159	4081	168	26	142	5.305	AMX3-18159	4673		
AMX3-18161	6699	123	5	118	2.522	AMX3-18161	7315		
AMX3-18184	8015	239	25	214	4.296	AMX3-18184	8334		
AMX3-18262	5281	215	31	184	5.963	AMX3-18262	5326		
AMX3-18369	12049	500	56	444	5.955	AMX3-18369	12483		
AMX3-18389	4049	122	2	120	4.341	AMX3-18389	4216		
AMX3-18533	4083	162	10	152	5.872	AMX3-18533	4104		
AMX3-18695	14708	2023	693	1330	19.741	AMX3-18695	14761		
AMX3-19639	6297	217	31	186	5.059	AMX3-19639	6319		
AMX3-19831	4623	209	57	152	6.426	AMX3-19831	4692		
AMX3-20160	5104	144	18	126	3.979	AMX3-20160	5339		
AMX3-20460	6392	278	16	262	6.513	AMX3-20460	6378		
